location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,Car Parking,city,property_type,price_per_sqft,amenity_count
Vasundhara,1850.0,12200000.0,INR,Unknown,1.0,0.0,"It has a salable area of 1850 sqft and is available at a price of Rs. 6,594 per sqft. Its main door is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,6594.59,1
Vaishali,1350.0,6150000.0,INR,Unknown,1.0,0.0,"A spacious 3 bhk builder floor is available for sale in Vaishali, Ghaziabad. It has a built-up area of 1350 sqft and is priced at Rs. 61.50 lac . The house is semi-furnished. It is northeast facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4555.56,1
Vaishali,1450.0,8200000.0,INR,1.0,1.0,0.0,"A spacious 3 bhk builder floor is available for sale in Vaishali, Ghaziabad. It has a built-up area of 1450 sqft and is priced at Rs. 82.00 lac . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5655.17,1
Vaishali,1350.0,6800000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Vaishali, Ghaziabad. It has a built-up area of 1350 sqft and is priced at Rs. 68.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,Northeast,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5037.04,0
Vasundhara,2500.0,14000000.0,INR,Unknown,1.0,0.0,Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has an area of 2500 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 1.40 cr . The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ,1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5600.0,1
Vasundhara,2300.0,11400000.0,INR,Unknown,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has a salable area of 2300 sqft and is available at a price of Rs. 4,956 per sqft. It is northeast facing property. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4956.52,1
Vasundhara,1850.0,12500000.0,INR,Unknown,1.0,0.0,"A spacious 4 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has a salable area of 1850 sqft and is available at a price of Rs. 6,756 per sqft. The house is semi-furnished. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,6756.76,1
Vasundhara,1800.0,12500000.0,INR,Unknown,1.0,0.0,"This spacious 4 bhk builder floor is available for sale and is located in the heart of Vasundhara. The house is semi-furnished. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,6944.44,1
Vasundhara,2700.0,16000000.0,INR,Unknown,1.0,0.0,"This spacious 4 bhk builder floor is available for sale and is located in the heart of Vasundhara. It has a salable area of 2700 sqft and is available at a price of Rs. 5,925 per sqft. It is a semi-furnished property. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",1.0,Northeast,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5925.93,0
Niti Khand,1150.0,3100000.0,INR,1.0,1.0,0.0,It’s a 2 bhk builder floor situated in Niti Khand. The house is semi-furnished. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. ,1.0,Northeast,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,2695.65,0
Niti Khand,1150.0,4900000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Niti Khand, Ghaziabad. It has a built-up area of 1150 sqft and is priced at Rs. 49.00 lac . It is a semi-furnished property. It is northeast facing property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4260.87,1
Niti Khand,1250.0,4500000.0,INR,Unknown,0.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Niti Khand. It has a built-up area of 1250 sqft and is priced at Rs. 45.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,3600.0,1
Niti Khand,1350.0,7100000.0,INR,1.0,1.0,0.0,It’s a 3 bhk builder floor situated in Niti Khand. It is a semi-furnished property. It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ,1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,5259.26,1
Niti Khand,1350.0,4850000.0,INR,1.0,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Niti Khand. It has an area of 1350 sqft . The property is available at a price of Rs. 48.50 lac . The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,Northeast,0.0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,3592.59,0
Vasundhara,1165.0,4470000.0,INR,Unknown,1.0,0.0,"A 3 bhk property is available for sale in Vasundhara, Ghaziabad. It has a built-up area of 1165 sqft and is priced at Rs. 44.70 lac . The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,3836.91,1
Vasundhara,1600.0,8800000.0,INR,Unknown,1.0,0.0,It has a built-up area of 1600 sqft and is priced at Rs. 88.00 lac . It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Contact us for more details. ,1.0,Northeast,0.0,0,1,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,5500.0,5
Vasundhara,2200.0,14000000.0,INR,Unknown,1.0,0.0,Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has a built-up area of 2200 sqft and is priced at Rs. 1.40 cr . The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ,1.0,East,0.0,0,1,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,6363.64,5
Vasundhara,2100.0,11000000.0,INR,Unknown,1.0,0.0,"A 4 BHK Independent Floor for sale in Sector 3 Vasundhara, Ghaziabad. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Sector 3 Vasundhara's most desired properties. Contact now for more information. This 4 BHK unit is on floor 1. There are 3 floors in this property. Each unit has a built-up area of 2100 Square feet. There are 4 bedrooms. There is provision for 3 bathroom. This residential property is near JKG International School, Kidzee Learning Tree, and Adharsheela Global School. It is also close to Swastik Medical Centre, OPAL WHITE DENTAL CARE, and Inderprastha Dental College & Hospital",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5238.1,0
Vasundhara,2100.0,10500000.0,INR,Unknown,1.0,0.0,"Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has an area of 2100 sqft with a carpet area of 2000 sqft . The property is available at a price of Rs. 1.05 cr . The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,East,0.0,0,1,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,5000.0,5
Vasundhara,2200.0,14000000.0,INR,Unknown,1.0,0.0,"It’s a 4 bhk builder floor situated in Vasundhara, Ghaziabad. It is a semi-furnished property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,East,0.0,0,1,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,6363.64,5
Vasundhara,1500.0,6250000.0,INR,Unknown,1.0,0.0,"It has an area of 1500 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 62.50 lac . It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,East,0.0,0,1,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,4166.67,5
Vasundhara,1150.0,6000000.0,INR,Unknown,1.0,0.0,"A 3 bhk property is available for sale in Vasundhara, Ghaziabad. It has a salable area of 1150 sqft and is available at a price of Rs. 5,217 per sqft. The house is semi-furnished. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1.0,East,0.0,0,0,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,5217.39,4
Vasundhara,1700.0,8800000.0,INR,Unknown,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Vasundhara. It has a salable area of 1700 sqft and is available at a price of Rs. 5,176 per sqft. It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",1.0,East,0.0,0,1,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,5176.47,5
Vasundhara,1700.0,9000000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It has a salable area of 1700 sqft and is available at a price of Rs. 5,294 per sqft. The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",1.0,East,0.0,0,1,0,0,1,0,1,1,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,5294.12,5
Vasundhara,1500.0,5800000.0,INR,Unknown,1.0,0.0,The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ,1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,3866.67,1
Shakti Khand,1150.0,4500000.0,INR,1.0,1.0,0.0,It’s a 3 bhk builder floor situated in Shakti Khand. It has a built-up area of 1150 sqft and is priced at Rs. 45.00 lac . It is a semi-furnished property. Its main door is facing northeast direction. It is a ready-to-move-in property. The society is well connected by different modes of transportation. Contact us for more details. ,1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,3913.04,1
Shakti Khand,1150.0,5000000.0,INR,1.0,0.0,0.0,"It is a semi-furnished property. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4347.83,1
Shakti Khand,1050.0,4400000.0,INR,Unknown,1.0,0.0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It has a salable area of 1050 sqft and is available at a price of Rs. 4,190 per sqft. It is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4190.48,1
Vasundhara,1450.0,5600000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It has a salable area of 1450 sqft and is available at a price of Rs. 3,862 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1.0,Northeast,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,3862.07,1
